Nº registro,Completo Parte,Edificio / Parte,Tipo vía,Calle,Portal,Piso,Municipio,Localidad,Código postal,Provincia,Zona climática,Año construcción,Normativa,Datos catastrales,Tipo edificio,Alcance edificio,Fecha inicio de vigencia,Fecha fin de vigencia,Superficie habitable,Superficie calefactada,Superficie refrigerada,Consumo anual,Emisiones anuales,Calificación energética,Calificación energ. emisiones,Más datos,Cod. calle,Cod. portal,Cod. provincia,Cod. municipio,Cod. localidad,Nº viviendas,Comunidad autónoma,Procedimiento,Cal. Grado Centralizacion,Cal. Equipo Principal,Cal. Tipo Energia,ACS Grado Centralizacion,ACS Equipo Principal,ACS Tipo Energia
CEE/CAPV/2016/00065713/E,0,"CANTON DE LA CONCEPCION N.8, P.PB",Kalea/Calle,Cantón La Concepción,8,PB,Elciego,Elciego,1340.0,Araba/Álava,D1,1900,Anterior NBE-CT-79,22 0012 0318 000 0001 005,Vivienda,Existente,2016-08-31,2026-08-31,76.0,100,0,365.5,77.4,G,G,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00065713-E,130102200000090.0,80102200001523.0,1,22,10102200000016,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00065714/E,1,Bautista Muebles y Decoracion SL,Poligonoa/Polígono,Industrialdea,1 -2,y 2,Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,D1,1998,Anterior NBE-CT-79,36 0006 0235 000 0001 001,Otros usos,Existente,2016-08-31,2026-08-31,4700.0,100,0,165.7,33.5,E,D,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00065714-E,130103600001250.0,80103600016720.0,1,36,10103600000016,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Termo,Electricidad
CEE/CAPV/2016/00065715/E,0,URBANIZACION ALDAIKO 26,Urbanizazioa/Urbanización,Aldaiko,26,UNICO,Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,D1,1992,Anterior NBE-CT-79,00360005020400026001-02,Vivienda,Existente,2016-08-31,2026-08-31,226.0,100,0,182.3,38.6,D,D,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00065715-E,130103600001040.0,80103600009413.0,1,36,10103600000016,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00065720/E,0,2DCHA,Plaza/Plaza,Goikolarra,7,2 dcha,Amurrio,Amurrio,1470.0,Araba/Álava,D1,1954,Anterior NBE-CT-79,02 0014 0153 000 0001 004,Vivienda,Existente,2016-09-01,2026-09-01,36.0,100,0,533.0,112.9,G,G,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00065720-E,130100200000390.0,80100200002849.0,1,2,10100200000023,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00065927/E,0,3 IZQ,Kalea/Calle,Goienuri,15,3 IZQ,Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,D1,1966,Anterior NBE-CT-79,36 0002 0079 000 0005 006,Vivienda,Existente,2016-09-05,2026-09-05,53.0,100,0,503.5,85.3,G,G,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00065927-E,130103600000320.0,80103600002333.0,1,36,10103600000016,1.0,Euskadi,CE3X,Equipos individuales,Efecto Joule / Radiador,Electricidad,Equipos individuales,Termo,Electricidad
CEE/CAPV/2016/00065933/E,0,Goienuri 11 4D,Kalea/Calle,Goienuri,11,4 d,Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,D1,1966,CTE 2013,360002007900000003010,Vivienda,Existente,2016-09-01,2026-09-01,56.0,100,0,260.0,55.0,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00065933-E,130103600000320.0,80103600002291.0,1,36,10103600000016,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00065935/E,0,Vivienda pareada C,Kalea/Calle,Salvatierra-Agurain,29,UNIFAMILIAR,Oyón-Oion,Oyón-Oion,1320.0,Araba/Álava,D1,2007,CTE 2006,43000316260000002001,Vivienda,Existente,2016-09-06,2026-09-06,134.0,100,0,280.8,59.5,F,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00065935-E,130104300000760.0,80104300014610.0,1,43,10104300000048,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00065945/E,0,Vivienda Bajo Dcha del Nº6 de C/ Urisolo (Gopegi),Kalea/Calle,Urisolo,6,BAJO DCHA,Zigoitia,Gopegi,1138.0,Araba/Álava,D1,1999,Anterior NBE-CT-79,18 0005 0898 000 0001 006,Vivienda,Existente,2016-08-29,2026-08-29,66.0,100,0,306.9,64.9,F,F,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00065945-E,130101800001400.0,80101800007780.0,1,18,10101800000112,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,"GLP (Butano, propano...)",Equipos individuales,Caldera estandar,"GLP (Butano, propano...)"
CEE/CAPV/2016/00065946/E,0,Vivienda 2C,Kalea/Calle,Paseo del Río Grande,6,2C,Oyón-Oion,Oyón-Oion,1320.0,Araba/Álava,D1,2000,Anterior NBE-CT-79,43000202910000001007,Vivienda,Existente,2016-09-07,2026-09-07,67.0,100,0,119.4,25.3,D,D,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00065946-E,130104300000590.0,80104300012510.0,1,43,10104300000048,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00065953/E,0,Vivienda en piso 1º del edificio,Plaza/Plaza,San Vicente,2,1º (mano única),Oyón-Oion,Oyón-Oion,1320.0,Araba/Álava,D1,1880,-,43 0001 0127 000 0001 002,Vivienda,Existente,2016-09-08,2026-09-08,50.0,100,0,520.1,91.6,G,G,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00065953-E,130104300000400.0,80104300002534.0,1,43,10104300000048,1.0,Euskadi,CE3X,Equipos individuales,Efecto Joule / Radiador,Electricidad,Equipos individuales,Caldera estandar,"GLP (Butano, propano...)"
CEE/CAPV/2016/00066122/E,1,IRABIEN 75 OKONDO,Auzoa/Barrio,Irabien,75,UNIFAMILIAR,Okondo,Irabien,1409.0,Araba/Álava,D1,1815,Anterior NBE-CT-79,420001041000C0001001,Vivienda,Existente,2016-09-08,2026-09-08,266.0,100,0,369.9,62.7,F,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00066122-E,130104200000010.0,80104200000673.0,1,42,10104200000014,1.0,Euskadi,CE3X,Equipos individuales,Efecto Joule / Radiador,Electricidad,Equipos individuales,Termo,Electricidad
CEE/CAPV/2016/00066123/E,0,Nº11,Kalea/Calle,Arbina,11,--,Zigoitia,Apodaka,1138.0,Araba/Álava,D1,1984,Anterior NBE-CT-79,18-0001-0330-000-0001,Vivienda,Existente,2016-09-08,2026-09-08,96.0,77,0,163.5,29.4,D,D,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00066123-E,130101800000110.0,80101800000364.0,1,18,10101800000035,1.0,Euskadi,CE3X,Equipos individuales,Efecto Joule / Radiador,Electricidad,Equipos individuales,Termo,Electricidad
CEE/CAPV/2016/00066126/E,0,2 DCHA,Kalea/Calle,Landaluze,31,2 DCHA,Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,D1,1962,Anterior NBE-CT-79,36 0003 0082 000 0001 004,Vivienda,Existente,2016-09-09,2026-09-09,74.0,100,0,349.0,73.8,G,G,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00066126-E,130103600000620.0,80103600005113.0,1,36,10103600000016,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00066129/E,0,PIO XII 8 4ºIZDA LLODIO,Kalea/Calle,Batzalarrin,8,4º IZDA,Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,D1,1965,Anterior NBE-CT-79,360004007900B0001007,Vivienda,Existente,2016-09-09,2026-09-09,77.0,100,0,286.1,48.5,F,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00066129-E,130103600000860.0,80103600008099.0,1,36,10103600000016,1.0,Euskadi,CE3X,Equipos individuales,Efecto Joule / Radiador,Electricidad,Equipos individuales,Termo,Electricidad
CEE/CAPV/2016/00066387/E,0,VIVIENDA EN PL 3,Plaza/Plaza,Municipal,11,3DCHA,Urkabustaiz,Izarra,1440.0,Araba/Álava,D1,1973,Anterior NBE-CT-79,54-03-0077-0A-0006-0006-H,Vivienda,Existente,2016-09-02,2026-09-02,73.0,100,0,336.4,71.1,G,F,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00066387-E,130105400000300.0,80105400002085.0,1,54,10105400000077,1.0,Euskadi,CE3X,Equipos individuales,Caldera condensación,"GLP (Butano, propano...)",Equipos individuales,Caldera condensación,"GLP (Butano, propano...)"
CEE/CAPV/2016/00066390/A01,1,"C/ URBINA EZA, 1",Entitatea/Entidad,Urbina Eza,1,UNIFAMILIAR,Kuartango,Urbina Eza | Diseminado,1439.0,Araba/Álava,D1,1980,Anterior NBE-CT-79,200402630000010001FQ,Vivienda,Existente,2016-09-09,2026-09-09,101.0,100,0,292.0,61.8,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00066390-A01,130102000000180.0,80102000001489.0,1,20,10102000000274,1.0,Euskadi,CE3X,Equipos individuales,Caldera condensación,Gas natural,Equipos individuales,Caldera condensación,Gas natural
CEE/CAPV/2016/00066396/E,0,C/Fronton nº7 3ºB,Kalea/Calle,Frontoi,7,3ºB,Amurrio,Amurrio,1470.0,Araba/Álava,D1,1969,Anterior NBE-CT79,02 0014 0015 000 0001 008,Vivienda,Existente,2016-09-13,2026-09-13,91.0,100,0,210.0,44.4,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00066396-E,130100200000370.0,80100200002694.0,1,2,10100200000023,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00066401/E,1,vivienda,Kalea/Calle,Zadorra,6,UNIFAMILIAR,Zambrana,Zambrana,1212.0,Araba/Álava,D1,2010,CTE 2006,62 0001 1385 000 0001 001,Vivienda,Existente,2016-09-13,2026-09-13,115.0,100,0,110.0,23.2,D,D,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00066401-E,130106200000700.0,80106200006770.0,1,62,10106200000048,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00066402/E,1,vivienda,Kalea/Calle,Zadorra,8,UNIFAMILIAR,Zambrana,Zambrana,1212.0,Araba/Álava,D1,2010,CTE 2006,62 0001 1384 000 0001 001,Vivienda,Existente,2016-09-13,2026-09-13,115.0,100,0,110.0,23.2,D,D,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00066402-E,130106200000700.0,80106200006790.0,1,62,10106200000048,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00066407/E,0,Nº3,Kalea/Calle,San Pedro,3,-,Elburgo/Burgelu,Elburgo/Burgelu | Elburgo / Burgelu,1192.0,Araba/Álava,D1,2008,CTE 2006,21-0001-0205-000-0001-001,Vivienda,Existente,2016-09-14,2026-09-14,178.0,60,0,152.8,32.3,D,D,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00066407-E,130102100000140.0,80102100003510.0,1,21,10102100000044,1.0,Euskadi,CE3X,Equipos individuales,Caldera condensación,"GLP (Butano, propano...)",Equipos individuales,Caldera condensación,"GLP (Butano, propano...)"
CEE/CAPV/2016/00066488/E,0,"C/ Lucas Rey, 8C - Bajo A",Kalea/Calle,Lucas Rey,8 -C,Bajo A,Amurrio,Amurrio,1470.0,Araba/Álava,D1,2004,Anterior NBE-CT-79,02001405630000001001,Vivienda,Existente,2016-09-13,2026-09-13,114.0,100,0,134.0,28.3,E,D,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00066488-E,130100200000570.0,80100200024300.0,1,2,10100200000023,1.0,Euskadi,CE3X,Equipos individuales,Caldera condensación,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00066493/E,0,Mayor 20,Kalea/Calle,Calle Mayor,20,UNIFAMILIAR,Zambrana,Zambrana,1212.0,Araba/Álava,D1,1991,Anterior NBE-CT-79,006200010981,Vivienda,Existente,2016-09-15,2026-09-15,234.0,100,0,483.5,127.6,G,G,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00066493-E,130106200000390.0,80106200007830.0,1,62,10106200000048,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gasóleo,Equipos individuales,Caldera estandar,Gasóleo
CEE/CAPV/2016/00066602/E,1,VIVIENDA UNIFAMILIAR C/ ARRIBA 8 LAGRÁN,Kalea/Calle,Arriba,8,UNIFAMILIAR,Lagrán,Lagrán,1118.0,Araba/Álava,E1,2012,Anterior NBE-CT-79,3000200860000001001,Vivienda,Existente,2016-09-14,2026-09-14,182.0,100,0,186.5,49.2,D,D,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00066602-E,130103000000180.0,80103000005630.0,1,30,10103000000019,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gasóleo,Equipos individuales,Caldera estandar,Gasóleo
CEE/CAPV/2016/00066624/E,0,Vivienda,Kalea/Calle,Calle Mayor,20,Bloque entero,Campezo/Kanpezu,Antoñana,1128.0,Araba/Álava,D1,2009,C.T.E,17-02-0388-00-0001-0001-L,Vivienda,Existente,2016-09-16,2026-09-16,48.0,100,0,154.0,28.7,E,D,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00066624-E,130101700000180.0,80101700008340.0,1,17,10101700000016,1.0,Euskadi,CE3X 2.1,Equipos individuales,Caldera estandar,Biomasa,Equipos individuales,Termo,Electricidad
CEE/CAPV/2016/00066628/E,0,Urumea nº 9 3º B,Kalea/Calle,Urumea,9,3º B,Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,D1,1976,Anterior NBE-CT-79,36 0001 0058 000 0002 008,Vivienda,Existente,2016-09-14,2026-09-14,81.0,100,0,254.0,58.3,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00066628-E,130103600001050.0,80103600009601.0,1,36,10103600000016,1.0,Euskadi,CE3X,Centralizado,Caldera estandar,Gasóleo,Equipos individuales,Termo,Electricidad
CEE/CAPV/2016/00066735/E,1,Centro social Zuaza,Auzoa/Barrio,La Llana,12,UNIFAMILIAR,Ayala/Aiara,Zuaza/Zuhatza,1477.0,Araba/Álava,D1,1987,NBE-CT-79,10 0003 1755 000 0001 001,Otros usos,Existente,2016-09-19,2026-09-19,170.0,100,0,77.4,14.6,B,A,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00066735-E,130101000000970.0,80101000008650.0,1,10,10101000000354,0.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Biomasa,Equipos individuales,Termo,Electricidad
CEE/CAPV/2016/00066738/E,1,Vivienda unifamiliar Aresketa 4,Kalea/Calle,Aresketa,4,UNIFAMILIAR,Amurrio,Amurrio,1470.0,Araba/Álava,D1,1990,Anterior NBE-CT-79,0002 0015 0099 0001 0001,Vivienda,Existente,2016-09-16,2026-09-16,206.0,100,0,354.0,60.0,F,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00066738-E,130100200000260.0,80100200000990.0,1,2,10100200000023,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Electricidad,Equipos individuales,Caldera estandar,Electricidad
CEE/CAPV/2016/00066741/E,0,Vivienda de planta quinta letra D,Kalea/Calle,Nerbioi,3,planta quinta D,Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,D1,1967,Anterior NBE-CT-79,36000400700000001018,Vivienda,Existente,2016-09-19,2026-09-19,81.0,0,0,573.2,97.1,G,G,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00066741-E,130103600000760.0,80103600007338.0,1,36,10103600000016,1.0,Euskadi,CE3X,Equipos individuales,Efecto Joule / Radiador,Electricidad,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00066743/E,0,"Avenida Irabien 51, 3ºC",Auzoa/Barrio,Irabien,51,3ºC,Okondo,Irabien,1409.0,Araba/Álava,D1,2002,Anterior NBE-CT-79,42 0001 0023 000 0002 009,Vivienda,Existente,2016-09-19,2026-09-19,81.0,100,100,319.8,67.6,G,F,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00066743-E,130104200000010.0,80104200000500.0,1,42,10104200000014,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,"GLP (Butano, propano...)",Equipos individuales,Caldera estandar,"GLP (Butano, propano...)"
CEE/CAPV/2016/00066761/E,0,"Labastida. El Otero 4, 1ºG",Kalea/Calle,El Otero,4,1º G,Labastida/Bastida,Labastida/Bastida,1330.0,Araba/Álava,D1,1975,Anterior NBE-CT-79,28-03-0203-1-5-BN,Vivienda,Existente,2016-09-20,2026-09-20,56.0,100,0,290.8,49.3,F,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00066761-E,130102800000420.0,80102800002171.0,1,28,10102800000060,1.0,Euskadi,CE3X,Equipos individuales,Efecto Joule / Radiador,Electricidad,Equipos individuales,Termo,Electricidad
CEE/CAPV/2016/00066985/E,0,vivienda en bloque residencial,Etorbidea/Avenida,Zumalakarregi,9,2º D,Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,D1,2002,Anterior NBE-CT-79,36000405320000001008,Vivienda,Existente,2016-09-21,2026-09-21,60.0,95,0,173.2,36.6,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00066985-E,130103600001230.0,80103600017110.0,1,36,10103600000016,1.0,Euskadi,CE2,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00066986/E,0,BARANBIO ENTITATEA Nº16,Entitatea/Entidad,Baranbio,16,UNIFAMILIAR,Amurrio,Baranbio,1450.0,Araba/Álava,C1,1850,Anterior NBE-CT-79,0003-434-1-1,Vivienda,Existente,2016-09-20,2026-09-20,153.0,100,0,491.7,83.3,G,F,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00066986-E,130100200000040.0,80100200007566.0,1,2,10100200000044,1.0,Euskadi,CE3X,Equipos individuales,Efecto Joule / Radiador,Electricidad,Equipos individuales,Termo,Electricidad
CEE/CAPV/2016/00067003/E,0,PLANTA 5 MANO DERECHA,Kalea/Calle,Araba,6,5 Dch,Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,D1,1965,Anterior NBE-CT-79,36 0004 0079 00A 0003 015,Vivienda,Existente,2016-09-22,2026-09-22,57.0,100,0,182.3,38.5,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00067003-E,130103600001090.0,80103600000046.0,1,36,10103600000016,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00067005/E,0,PISO 3-C,Kalea/Calle,Goienuri,6,3-C,Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,C1,1960,Anterior NBE-CT-79,36 0001 0089 000 0001 009,Vivienda,Existente,2016-09-22,2026-09-22,78.0,100,0,102.0,21.5,D,D,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00067005-E,130103600000320.0,80103600002240.0,1,36,10103600000016,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00067009/E,0,ERDIKO KALEA 35 BAJO ARTZINIEGA,Kalea/Calle,ERDIKO KALEA,35,BAJO,Artziniega,Artziniega,1474.0,Araba/Álava,C1,1989,Anterior NBE-CT-79,0400801190000001004,Vivienda,Existente,2016-09-23,2026-09-23,55.0,100,0,266.4,45.1,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00067009-E,130103600000620.0,80103600005113.0,1,4,10100400000014,1.0,Euskadi,CE3X,Distrito,Bomba de calor,Electricidad,Distrito,Bomba de calor,Electricidad
CEE/CAPV/2016/00067012/E,0,calle Marrate nº 4 bajo derecha,Kalea/Calle,Marrate,4,bajo derecha,Labastida/Bastida,Labastida/Bastida,1330.0,Araba/Álava,D1,1971,Anterior NBE-CT-79,280016064400A0002002,Vivienda,Existente,2016-06-29,2026-06-29,68.0,100,0,403.2,70.5,G,F,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00067012-E,130102800000470.0,80102800003565.0,1,28,10102800000060,1.0,Euskadi,CE3X,Equipos individuales,Efecto Joule / Radiador,Electricidad,Equipos individuales,Caldera estandar,"GLP (Butano, propano...)"
CEE/CAPV/2016/00067014/E,0,3º C,Kalea/Calle,Tres de Marzo,2,3º C,Agurain/Salvatierra,Agurain/Salvatierra,1200.0,Araba/Álava,D1,1975,Anterior NBE-CT-79,51-4-125-2-18,Vivienda,Existente,2016-09-24,2026-09-24,76.0,100,0,302.9,64.1,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00067014-E,130105100000270.0,80105100000707.0,1,51,10105100000073,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00067015/E,0,1º D,Kalea/Calle,Urzabal,32,1º D,Agurain/Salvatierra,Agurain/Salvatierra,1200.0,Araba/Álava,D1,1980,Anterior NBE-CT-79,51-4-65-1-4,Vivienda,Existente,2016-09-24,2026-09-24,81.0,100,0,312.6,82.5,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00067015-E,130105100000420.0,80105100003068.0,1,51,10105100000073,1.0,Euskadi,CE3X,Centralizado,Caldera estandar,Gasóleo,Centralizado,Caldera estandar,Gasóleo
CEE/CAPV/2016/00067019/E,0,1c,Plaza/Plaza,Garai,4,1º C,Artziniega,Artziniega,1474.0,Araba/Álava,D1,1968,Anterior NBE-CT-79,04 0008 0002 000 0001 003,Vivienda,Existente,2016-09-25,2026-09-25,84.0,100,0,232.9,39.5,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00067019-E,130100400000270.0,80100400001995.0,1,4,10100400000014,1.0,Euskadi,CE3X,Equipos individuales,Efecto Joule / Radiador,Electricidad,Equipos individuales,Caldera estandar,Electricidad
CEE/CAPV/2016/00067221/T,1,15.07.pry.p006.olla,Kalea/Calle,Torrejón,7,UNIFAMILIAR,Iruña Oka/Iruña de Oca,Ollávarre/Olabarri,1428.0,Araba/Álava,D1,2015,CTE 2006,26-2-1102,Vivienda,Nuevo,2016-08-01,2026-08-01,61.0,31,0,99.61,19.42,D,D,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00067221-T,130190100000400.0,80190100010510.0,1,901,10190100000053,2.0,Euskadi,CERMA V_4.1,Equipos individuales,Caldera estandar,Biomasa,Equipos individuales,Termo,Electricidad
CEE/CAPV/2016/00067224/E,1,Vivienda unifamiliar en Salinillas de Buradón,Kalea/Calle,Paraje San Antón,1,UNIFAMILIAR,Labastida/Bastida,Salinillas de Buradón/Gatzaga Buradon | Diseminado,1320.0,Araba/Álava,D1,1984,Anterior NBE-CT-79,28-17-145-B-1-1,Vivienda,Existente,2016-09-26,2026-09-26,223.0,100,0,348.0,91.8,F,F,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00067224-E,130102800000080.0,80103600005113.0,1,28,10102800000049,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gasóleo,Equipos individuales,Caldera estandar,Gasóleo
CEE/CAPV/2016/00067225/E,0,vivienda 2ºJ,Etorbidea/Avenida,Gernika,6,2ºJ,Oyón-Oion,Oyón-Oion,1320.0,Araba/Álava,D1,2001,Anterior NBE-CT-79,43000103500000001006,Vivienda,Existente,2016-09-26,2026-09-26,62.0,62,0,197.1,41.7,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00067225-E,130104300000600.0,80104300011850.0,1,43,10104300000048,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00067229/E,0,vivienda A,Entitatea/Entidad,Baranbio,111,vivienda A,Amurrio,Baranbio,1450.0,Araba/Álava,D1,2004,Anterior NBE-CT-79,02003012800B0001001,Vivienda,Existente,2016-09-26,2026-09-26,243.0,100,0,252.4,66.6,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00067229-E,130100200000040.0,80100200008278.0,1,2,10100200000044,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gasóleo,Equipos individuales,Caldera estandar,Gasóleo
CEE/CAPV/2016/00067233/T,1,Calle de Arriba s/n,Etxartea/Callejón,Calle Arriba,1,s/n,Bernedo,Navarrete,1118.0,Araba/Álava,E1,2016,CTE 2013,0000-0000-0000-0000-0000,Vivienda,Nuevo,2016-08-01,2026-08-01,90.0,100,0,156.2,33.0,D,C,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00067233-T,130101600000600.0,80103600005113.0,1,16,10101600000076,1.0,Euskadi,CE3X,Equipos individuales,Caldera condensación,Gasóleo,Equipos individuales,Caldera condensación,Gasóleo
CEE/CAPV/2016/00067241/E,0,"BORIÑAUR, nº 4 - 4º C",Kalea/Calle,Boriñaur,4,4º C,Amurrio,Amurrio,1470.0,Araba/Álava,D1,1991,NBE-CT-79,02 0013 0139 000 0001 012,Vivienda,Existente,2016-09-13,2026-09-13,105.0,100,100,225.4,47.7,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00067241-E,130100200000300.0,80100200001449.0,1,2,10100200000023,1.0,Euskadi,CEXv2.1,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2016/00067249/T,1,VIVIENDA BERRIKANO,Kalea/Calle,Txandolorma,4,UNIFAMILIAR,Zigoitia,Berrikano,1138.0,Araba/Álava,D1,2016,CTE 2013,18 0006 1290 000 0001 001,Vivienda,Nuevo,2016-06-23,2026-06-23,154.0,92,0,26.46,4.48,A,A,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2016-00067249-T,130101800001580.0,80101800014440.0,1,18,10101800000040,1.0,Euskadi,HULC,Equipos individuales,Bomba de calor,Electricidad,Equipos individuales,Bomba de calor,Electricidad
