Nº registro,Completo Parte,Edificio / Parte,Tipo vía,Calle,Portal,Piso,Municipio,Localidad,Código postal,Provincia,Zona climática,Año construcción,Normativa,Datos catastrales,Tipo edificio,Alcance edificio,Fecha inicio de vigencia,Fecha fin de vigencia,Superficie habitable,Superficie calefactada,Superficie refrigerada,Consumo anual,Emisiones anuales,Calificación energética,Calificación energ. emisiones,Más datos,Cod. calle,Cod. portal,Cod. provincia,Cod. municipio,Cod. localidad,Nº viviendas,Comunidad autónoma,Procedimiento,Cal. Grado Centralizacion,Cal. Equipo Principal,Cal. Tipo Energia,ACS Grado Centralizacion,ACS Equipo Principal,ACS Tipo Energia
CEE/CAPV/2018/00122489/E,1,CALLE AVENIDA DE IZKI Nº36,Etorbidea/Avenida,Izki,36,UNIFAMILIAR,Bernedo,Urturi,1118.0,Araba/Álava,D1,1997,NBE-CT-79,16 1001 311 8 1 1 1 2,Vivienda,Existente,2018-05-14,2028-05-14,136.0,100,0,232.9,61.4,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122489-E,130101600001000.0,80101600008440.0,1,16,10101600000137,1.0,Euskadi,CE3Xv2.3,Equipos individuales,Caldera estandar,Gasóleo,Equipos individuales,Caldera estandar,Gasóleo
CEE/CAPV/2018/00122498/E,1,CASTILLO Nº6,Kalea/Calle,Castillo,6,UNIFAMILIAR,Campezo/Kanpezu,Santa Cruz de Campezo/Santikurutze Kanpezu,1110.0,Araba/Álava,E1,1880,Anterior NBE-CT-79,170112570000010001JN,Vivienda,Existente,2018-02-19,2028-02-19,175.0,100,0,299.3,63.4,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122498-E,130101700000490.0,80101700002902.0,1,17,10101700000068,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2018/00122499/E,1,VIVIENDA UNIFAMILIAR EN ATIEGA,Auzoa/Barrio,Barrio Abajo,6,UNIFAMILIAR,Añana,Atiega/Atiaga | Diseminado,1423.0,Araba/Álava,D1,2016,CTE 2013,490106220000010001EN,Vivienda,Existente,2018-05-16,2028-05-16,141.0,100,0,130.3,32.9,D,D,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122499-E,130104900000030.0,80104900004020.0,1,49,10104900000019,1.0,Euskadi,CE3Xv2.3,Equipos individuales,Caldera estandar,Gasóleo,Equipos individuales,Caldera estandar,Gasóleo
CEE/CAPV/2018/00122500/E,1,VIVIENDA UNIFAMILIAR ADOSADA,Kalea/Calle,Euskal Herria,15,UNIFAMILIAR,Alegría-Dulantzi,Alegría-Dulantzi,1240.0,Araba/Álava,D1,1940,Anterior NBE-CT-79,01010996000001001KX,Vivienda,Existente,2018-05-29,2028-05-29,0.0,0,0,548.4,92.9,G,G,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122500-E,130100100000110.0,80100100000323.0,1,1,10100100000010,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Centralizado,Termo,Electricidad
CEE/CAPV/2018/00122511/E,1,Constitucion 10,Kalea/Calle,Constitución,10,UNIFAMILIAR,Samaniego,Samaniego,1307.0,Araba/Álava,D1,2000,NBE-CT-79,520400470000010001JX,Vivienda,Existente,2018-05-29,2028-05-29,145.0,100,0,246.0,64.9,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122511-E,130105200000140.0,80105200001650.0,1,52,10105200000013,1.0,Euskadi,CE3X,Centralizado,Caldera estandar,Gasóleo,Centralizado,Caldera estandar,Gasóleo
CEE/CAPV/2018/00122513/E,0,"SAN MIGUEL, 24 ILARDUIA",Kalea/Calle,San Miguel,24,UNIFAMILIAR,Asparrena,Ilarduia,1260.0,Araba/Álava,D1,1850,Anterior NBE-CT-79,090210030000010001EN,Vivienda,Existente,2018-05-29,2028-05-29,161.0,100,0,307.6,81.5,E,F,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122513-E,130100900000420.0,80100900003724.0,1,9,10100900000111,1.0,Euskadi,CE3Xv2.3,Distrito,Caldera estandar,Gasóleo,Distrito,Caldera estandar,Gasóleo
CEE/CAPV/2018/00122514/E,0,"SAN MIGUEL, 20 ILARDUIA",Kalea/Calle,San Miguel,20,UNIFAMILIAR,Asparrena,Ilarduia,1260.0,Araba/Álava,D1,1850,Anterior NBE-CT-79,090210050000010001DQ,Vivienda,Existente,2018-05-29,2028-05-29,226.0,100,0,235.7,39.9,E,D,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122514-E,130100900000420.0,80100900006280.0,1,9,10100900000111,1.0,Euskadi,CE3Xv2.3,Distrito,Caldera estandar,Electricidad,Distrito,Termo,Electricidad
CEE/CAPV/2018/00122568/E,1,San Miguel 9,Kalea/Calle,San Miguel,9,UNIFAMILIAR,Samaniego,Samaniego,1307.0,Araba/Álava,D1,1900,NBE-CT-79,520200200000010001BO,Vivienda,Existente,2018-05-29,2028-05-29,127.0,100,0,314.7,82.5,E,F,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122568-E,130105200000160.0,80105200001068.0,1,52,10105200000013,1.0,Euskadi,CE3X,Centralizado,Caldera estandar,Gasóleo,Centralizado,Caldera estandar,Gasóleo
CEE/CAPV/2018/00122572/E,1,VIVIENDA UNIFAMILIAR,Etorbidea/Avenida,Excma. Diputación,4,UNIFAMILIAR,Laguardia,Laguardia,1300.0,Araba/Álava,D1,1968,Anterior NBE-CT-79,310716250000010001GQ,Vivienda,Existente,2018-05-29,2028-05-29,122.0,100,0,369.6,97.15,F,G,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122572-E,130103100000270.0,80103100007650.0,1,31,10103100000043,1.0,Euskadi,CE3Xv2.3,Equipos individuales,Caldera estandar,Gasóleo,Equipos individuales,Caldera estandar,Gasóleo
CEE/CAPV/2018/00122574/E,1,VIVIENDA UNIFAMILIAR OLAETA 28,Auzoa/Barrio,Oleta,28,UNIFAMILIAR,Aramaio,Oleta,1165.0,Araba/Álava,D1,1962,Anterior NBE-CT-79,000000003994,Vivienda,Existente,2018-05-25,2028-05-25,154.0,100,0,312.1,82.5,E,F,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122574-E,130100300000210.0,80100300002826.0,1,3,10100300000107,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gasóleo,Equipos individuales,Caldera estandar,Gasóleo
CEE/CAPV/2018/00122575/E,1,VIVIENDA BIFAMILIAR,Kalea/Calle,Páganos,49,UNIFAMILIAR,Laguardia,Laguardia,1300.0,Araba/Álava,D1,1830,Anterior NBE-CT-79,310100760000010001EP,Vivienda,Existente,2018-05-30,2028-05-30,157.0,100,0,164.88,27.93,D,C,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122575-E,130103100000240.0,80103100002175.0,1,31,10103100000043,2.0,Euskadi,CE3Xv2.3,Equipos individuales,Efecto Joule,Electricidad,Equipos individuales,Efecto Joule,Electricidad
CEE/CAPV/2018/00122594/E,0,Nº26,Entitatea/Entidad,Elosu,26,Vivienda Unifamiliar,Legutio,Elosu,1170.0,Araba/Álava,D1,1807,NBE-CT-79,580114900000010001JV,Vivienda,Existente,2018-05-30,2028-05-30,136.0,100,0,333.5,56.5,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122594-E,130105800000010.0,80105800000259.0,1,58,10105800000010,1.0,Euskadi,CE3Xv2.3,Equipos individuales,Efecto Joule / Radiador,Electricidad,Equipos individuales,Termo,Electricidad
CEE/CAPV/2018/00122595/E,1,Bloque de viviendas en Aiara nº 6,Kalea/Calle,Aiara,6,UNIFAMILIAR,Amurrio,Amurrio,1470.0,Araba/Álava,D1,1960,Anterior NBE-CT-79,02140037000001,Vivienda,Existente,2018-05-30,2028-05-30,309.0,83,0,329.8,63.93,G,F,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122595-E,130100200000200.0,80100200000223.0,1,2,10100200000023,6.0,Euskadi,CE3Xv2.3,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2018/00122596/E,1,Vivienda en Arraño 46,Kalea/Calle,Arraño,46,UNIFAMILIAR,Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,D1,1953,Anterior NBE-CT-79,360203800I00010001IR,Vivienda,Existente,2018-05-30,2028-05-30,52.0,100,0,638.3,111.5,G,G,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122596-E,130103600000650.0,80103600006029.0,1,36,10103600000016,1.0,Euskadi,CE3X,Equipos individuales,Efecto Joule / Radiador,Electricidad,Equipos individuales,Caldera estandar,"GLP (Butano, propano...)"
CEE/CAPV/2018/00122598/E,0,"SAN MIGUEL, 22 ILARDUIA",Kalea/Calle,San Miguel,22,UNIFAMILIAR,Asparrena,Ilarduia,1260.0,Araba/Álava,D1,1850,Anterior NBE-CT-79,090209790000010001JW,Vivienda,Existente,2018-05-29,2028-05-29,181.0,100,0,266.6,70.6,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122598-E,130100900000420.0,80100900003719.0,1,9,10100900000111,1.0,Euskadi,CE3Xv2.3,Distrito,Caldera estandar,Gasóleo,Distrito,Caldera estandar,Gasóleo
CEE/CAPV/2018/00122601/E,1,Santa Engracia 32,Kalea/Calle,Santa Engracia,32,UNIFAMILIAR,Laguardia,Laguardia,1300.0,Araba/Álava,D1,1930,Anterior NBE-CT-79,31010112000001,Vivienda,Existente,2018-05-30,2028-05-30,96.0,100,0,331.7,56.2,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122601-E,130103100000220.0,80103100001293.0,1,31,10103100000043,1.0,Euskadi,CE3X,Centralizado,Caldera estandar,Electricidad,Centralizado,Caldera estandar,Electricidad
CEE/CAPV/2018/00122602/E,1,calle Norte 23,Kalea/Calle,Norte,23,UNIFAMILIAR,Leza,Leza,1309.0,Araba/Álava,D1,1895,Anterior NBE-CT-79,340507330000020001IW,Vivienda,Existente,2018-05-30,2028-05-30,57.0,100,0,519.8,88.1,G,F,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122602-E,130103400000090.0,80103400000916.0,1,34,10103400000011,1.0,Euskadi,CE3X,Equipos individuales,Efecto Joule / Radiador,Electricidad,Equipos individuales,Termo,Electricidad
CEE/CAPV/2018/00122702/E,1,SAN BARTOLOME 5,Kalea/Calle,San Bartolomé,5,UNIFAMILIAR,Yécora/Iekora,Yécora/Iekora,1322.0,Araba/Álava,D1,1960,Anterior NBE-CT-79,600200030000010001CR,Vivienda,Existente,2018-01-24,2028-01-24,90.0,100,0,338.4,89.3,E,F,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122702-E,130106000000120.0,80106000000998.0,1,60,10106000000016,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gasóleo,Equipos individuales,Caldera estandar,Gasóleo
CEE/CAPV/2018/00122706/E,1,CALLE EUSKAL HERRIA Nº 2 ALEGRIA DULANTZI,Kalea/Calle,Euskal Herria,2,UNIFAMILIAR,Alegría-Dulantzi,Alegría-Dulantzi,1240.0,Araba/Álava,D1,1890,Anterior NBE-CT-79,010111800000010001DS,Vivienda,Existente,2018-05-30,2028-05-30,75.0,50,0,585.9,124.0,G,G,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122706-E,130100100000110.0,80100100000284.0,1,1,10100100000010,1.0,Euskadi,CE3Xv2.3,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2018/00122735/E,1,SAN CRISTOBAL 1,Kalea/Calle,San Cristóbal,1,UNIFAMILIAR,Asparrena,Egino,1260.0,Araba/Álava,D1,1886,Anterior NBE-CT-79,090209310000010001LN,Vivienda,Existente,2018-04-16,2028-04-16,433.0,100,0,219.4,53.5,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122735-E,130100900000330.0,80100900003231.0,1,9,10100900000071,1.0,Euskadi,CE3Xv2.3,Equipos individuales,Caldera estandar,Gasóleo,Equipos individuales,Caldera estandar,Gasóleo
CEE/CAPV/2018/00122742/E,1,GIPUZKOA 9,Kalea/Calle,Gipuzkoa,9,UNIFAMILIAR,Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,D1,1957,Anterior NBE-CT-79,36020068000001,Vivienda,Existente,2018-05-31,2028-05-31,462.0,100,0,378.5,65.7,G,F,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122742-E,130103600000300.0,80103600002137.0,1,36,10103600000016,8.0,Euskadi,CE3X,Equipos individuales,Caldera condensación,"GLP (Butano, propano...)",Equipos individuales,Caldera condensación,"GLP (Butano, propano...)"
CEE/CAPV/2018/00122760/E,0,"Calle Bekuri, nº 2 - Planta Baja - Local",Kalea/Calle,Bekuri,2,PB - LOCAL (Rf. Cat. 580200490000010003GY),Legutio,Legutio,1170.0,Araba/Álava,D1,1965,Anterior NBE-CT-79,580200490000010003GY,Otros usos,Existente,2018-04-24,2028-04-24,121.0,100,100,284.2,48.1,E,D,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122760-E,130105800000260.0,80105800001880.0,1,58,10105800000084,1.0,Euskadi,CE3Xv2.3,Equipos individuales,Bomba de calor,Electricidad,Equipos individuales,Termo,Electricidad
CEE/CAPV/2018/00122771/E,1,"ITE c) Iturritxu, nº1,LLodio",Kalea/Calle,Iturritxu,1,UNIFAMILIAR,Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,D1,1954,Anterior NBE-CT-79,360109830A0001000,Vivienda,Existente,2018-05-31,2028-05-31,463.0,100,0,455.8,79.2,G,G,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122771-E,130103600000490.0,80103600003764.0,1,36,10103600000016,1.0,Euskadi,CE3X,Equipos individuales,Efecto Joule / Radiador,Electricidad,Equipos individuales,Termo,Electricidad
CEE/CAPV/2018/00122777/E,1,"Fueros, 23",Kalea/Calle,Fueros,23,Bloque de viviendas,Agurain/Salvatierra,Agurain/Salvatierra,1200.0,Araba/Álava,E1,1964,Anterior NBE-CT-79,510301360000010001LR,Vivienda,Existente,2018-06-01,2028-06-01,703.0,100,0,317.3,67.1,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122777-E,130105100000410.0,80105100002884.0,1,51,10105100000073,9.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2018/00122781/E,1,"ITE c) Iturritxu, nº2, LLodio",Kalea/Calle,Iturritxu,2,UNIFAMILIAR,Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,D1,1954,Anterior NBE-CT-79,360109830A0002000,Vivienda,Existente,2018-05-31,2028-05-31,312.0,100,0,594.9,100.8,G,G,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122781-E,130103600000490.0,80103600003770.0,1,36,10103600000016,1.0,Euskadi,CE3X,Equipos individuales,Efecto Joule / Radiador,Electricidad,Equipos individuales,Termo,Electricidad
CEE/CAPV/2018/00122784/E,1,C/ SANTA CATALINA 5,Kalea/Calle,Santa Catalina,5,UNIFAMILIAR,Iruña Oka/Iruña de Oca,Trasponte/Trespuentes | Trasponte / Trespuentes,1191.0,Araba/Álava,D1,1999,NBE-CT-79,260305770000020001EY,Vivienda,Existente,2018-05-31,2028-05-31,136.0,100,0,375.6,79.5,F,F,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00122784-E,130190100000460.0,80190100007110.0,1,901,10190100000072,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2018/00123005/E,1,Edificio de viviendas en Jesus de Galindez n1,Kalea/Calle,Jesus Galindez,1,UNIFAMILIAR,Amurrio,Amurrio,1470.0,Araba/Álava,D1,1966,Anterior NBE-CT-79,021500120000010001DW,Vivienda,Existente,2018-06-01,2028-06-01,529.0,100,0,272.8,54.4,F,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00123005-E,130100200000430.0,80100200003077.0,1,2,10100200000023,8.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2018/00123010/E,1,VIVIENDA UNIFAMILIAR EL CRISTO 16A SAMANIEGO,Kalea/Calle,El Cristo,16 -A,UNIFAMILIAR,Samaniego,Samaniego,1307.0,Araba/Álava,C1,2004,NBE-CT-79,520400180000010001HR,Vivienda,Existente,2018-06-01,2028-06-01,141.0,100,0,219.16,57.81,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00123010-E,130105200000080.0,80105200003680.0,1,52,10105200000013,1.0,Euskadi,CE3Xv2.3,Equipos individuales,Caldera estandar,Gasóleo,Equipos individuales,Caldera estandar,Gasóleo
CEE/CAPV/2018/00123013/E,1,vivienda unifamiliar c buenos aires SN,Kalea/Calle,Buenos Aires,SN,UNIFAMILIAR,Oyón-Oion,Oyón-Oion,1320.0,Araba/Álava,D1,2014,CTE 2013,parcela 85 poligono 1,Vivienda,Existente,2018-06-01,2028-06-01,52.0,100,0,220.1,46.6,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00123013-E,130104300000240.0,80103600005113.0,1,43,10104300000048,1.0,Euskadi,CE3X,Equipos individuales,Caldera condensación,Gas natural,Equipos individuales,Caldera condensación,Gas natural
CEE/CAPV/2018/00123014/E,0,VIVIENDA 1 IZQ,Plaza/Plaza,Boriñaur,6,1 IZQUIERDA,Amurrio,Amurrio,1470.0,Araba/Álava,D1,1973,Anterior NBE-CT-79,021600300000010001HY,Vivienda,Existente,2018-04-09,2028-04-09,76.0,100,0,441.7,93.5,G,G,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00123014-E,130100200000310.0,80100200001510.0,1,2,10100200000023,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2018/00123015/E,1,Alberke 12,Kalea/Calle,Alberke,12,Adosado,Legutio,Legutio,1170.0,Araba/Álava,D1,2007,NBE-CT-79,580214700D00010001KO,Vivienda,Existente,2018-06-02,2028-06-02,160.0,100,0,215.0,45.0,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00123015-E,130105800000720.0,80105800010020.0,1,58,10105800000084,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2018/00123016/E,1,CALLE EUSKAL HERRIA Nº 4 B ALEGRIA DULANTZI,Kalea/Calle,Euskal Herria,4 -B,UNIFAMILIAR,Alegría-Dulantzi,Alegría-Dulantzi,1240.0,Araba/Álava,D1,1890,Anterior NBE-CT-79,010111800000020002FU,Vivienda,Existente,2018-05-30,2028-05-30,122.0,100,0,217.7,46.1,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00123016-E,130100100000110.0,80100100005510.0,1,1,10100100000010,1.0,Euskadi,CE3Xv2.3,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2018/00123018/E,0,Beheko 13 1ºC,Kalea/Calle,Beheko kalea,13,1ºC,Legutio,Legutio,1170.0,Araba/Álava,D1,2007,NBE-CT-79,580214670000010003KY,Vivienda,Existente,2018-06-02,2028-06-02,93.0,100,0,181.0,38.0,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00123018-E,130105800000270.0,80105800009980.0,1,58,10105800000084,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2018/00123300/E,0,"SANTA MARINA, 8 ANDOIN",Kalea/Calle,Santa Marina,8,UNIFAMILIAR,Asparrena,Andoin,1260.0,Araba/Álava,D1,1850,Anterior NBE-CT-79,090303150000010001BP,Vivienda,Existente,2018-05-29,2028-05-29,197.0,100,0,175.8,32.0,D,D,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00123300-E,130100900000050.0,80100900000542.0,1,9,10100900000034,1.0,Euskadi,CE3Xv2.3,Equipos individuales,Efecto Joule / Radiador,Electricidad,Equipos individuales,Termo,Electricidad
CEE/CAPV/2018/00123301/E,1,BARRIO DE LA ESTACION 16,Auzoa/Barrio,Estación,16,UNIFAMILIAR,Arratzua-Ubarrundia,Durana,1520.0,Araba/Álava,D1,1917,Anterior NBE-CT-79,080304700000010001/8,Vivienda,Existente,2018-06-03,2028-06-03,100.0,100,0,279.1,71.3,F,F,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00123301-E,130100800000230.0,80100800000616.0,1,8,10100800000073,3.0,Euskadi,CE3Xv2.3,Centralizado,Caldera estandar,Biomasa,Equipos individuales,Termo,Electricidad
CEE/CAPV/2018/00123302/E,1,"C/ ZUIA, 1",Kalea/Calle,Zuia,1,UNIFAMILIAR,Oyón-Oion,Oyón-Oion,1320.0,Araba/Álava,D1,2003,NBE-CT-79,430316110C00010001GT,Vivienda,Existente,2018-06-01,2028-06-01,128.0,100,0,292.1,61.9,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00123302-E,130104300001290.0,80104300014230.0,1,43,10104300000048,1.0,Euskadi,CE3Xv2.3,Equipos individuales,Caldera condensación,Gas natural,Equipos individuales,Caldera condensación,Gas natural
CEE/CAPV/2018/00123304/E,1,EDIFICIO VIVIENDAS CALLE MAYOR 59 AGURAIN,Kalea/Calle,Calle Mayor,59,UNIFAMILIAR,Agurain/Salvatierra,Agurain/Salvatierra,1200.0,Araba/Álava,E1,1900,Anterior NBE-CT-79,510300360000010001DP,Vivienda,Existente,2018-05-12,2028-05-12,269.0,100,0,395.3,67.0,F,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00123304-E,130105100000360.0,80105100002311.0,1,51,10105100000073,2.0,Euskadi,CE3Xv2.3,Equipos individuales,Efecto Joule / Radiador,Electricidad,Equipos individuales,Termo,Electricidad
CEE/CAPV/2018/00123309/E,1,VIVIENDA ENTRE MEDIANERAS,Kalea/Calle,La Villa,4,UNIFAMILIAR,Campezo/Kanpezu,Santa Cruz de Campezo/Santikurutze Kanpezu,1110.0,Araba/Álava,D1,1930,Anterior NBE-CT-79,17011298000001,Vivienda,Existente,2018-06-03,2028-06-03,0.0,0,0,288.1,48.8,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00123309-E,130101700000460.0,80101700001910.0,1,17,10101700000068,1.0,Euskadi,CERMA,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Termo,Electricidad
CEE/CAPV/2018/00123311/E,1,"Real, 19",Kalea/Calle,Calle Real,19,UNIFAMILIAR,Lapuebla de Labarca,Lapuebla de Labarca,1306.0,Araba/Álava,D1,1900,Anterior NBE-CT-79,330302420000010001AU,Vivienda,Existente,2018-03-02,2028-03-02,81.0,100,0,217.6,38.8,E,D,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00123311-E,130103300000080.0,80103300000918.0,1,33,10103300000013,1.0,Euskadi,CE3Xv2.3,Equipos individuales,Caldera estandar,Leña,Equipos individuales,Termo,Electricidad
CEE/CAPV/2018/00123313/E,0,OLAKO BIDEA 3 DCHA,Bidea/Camino,Olako,3,DCHA,Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,D1,1870,Anterior NBE-CT-79,360212360A00010001KZ,Vivienda,Existente,2018-06-01,2028-06-01,170.0,100,0,753.5,127.6,G,G,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00123313-E,130103600000800.0,80103600007599.0,1,36,10103600000016,1.0,Euskadi,CE3X,Equipos individuales,Efecto Joule / Radiador,Electricidad,Equipos individuales,Termo,Electricidad
CEE/CAPV/2018/00123314/E,1,GOIENURI BIDEA 2,Bidea/Camino,Goienuri,2,UNIFAMILIAR,Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,D1,1880,Anterior NBE-CT-79,360203530C00010001FR,Vivienda,Existente,2018-06-01,2028-06-01,89.0,100,0,542.1,91.8,G,F,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00123314-E,130103600000330.0,80103600002543.0,1,36,10103600000016,1.0,Euskadi,CE3X,Equipos individuales,Efecto Joule / Radiador,Electricidad,Equipos individuales,Termo,Electricidad
CEE/CAPV/2018/00123315/E,1,GOIENURI BIDEA 3,Bidea/Camino,Goienuri,3,UNIFAMILIAR,Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,D1,1880,Anterior NBE-CT-79,360212620A00010001HU,Vivienda,Existente,2018-06-01,2028-06-01,170.0,100,0,282.5,50.1,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00123315-E,130103600000330.0,80103600002556.0,1,36,10103600000016,1.0,Euskadi,CE3X,Equipos individuales,Efecto Joule / Radiador,Electricidad,Equipos individuales,Termo,"GLP (Butano, propano...)"
CEE/CAPV/2018/00123316/E,1,CASTILLO 19,Kalea/Calle,Castillo,19,UNIFAMILIAR,Campezo/Kanpezu,Santa Cruz de Campezo/Santikurutze Kanpezu,1110.0,Araba/Álava,E1,1900,NBE-CT-79,170112080000010001GP,Vivienda,Existente,2017-10-30,2027-10-30,129.0,100,0,652.3,172.1,G,G,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00123316-E,130101700000490.0,80101700002977.0,1,17,10101700000068,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gasóleo,Equipos individuales,Caldera estandar,Gasóleo
CEE/CAPV/2018/00123317/E,1,SAMUEL PICAZA 24,Plaza/Plaza,Samuel Picaza,24,UNIFAMILIAR,Campezo/Kanpezu,Santa Cruz de Campezo/Santikurutze Kanpezu,1110.0,Araba/Álava,E1,1880,Anterior NBE-CT-79,170111800000010001GV,Vivienda,Existente,2017-11-06,2027-11-06,163.0,100,0,313.2,53.0,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00123317-E,130101700000470.0,80101700002667.0,1,17,10101700000068,1.0,Euskadi,CE3X,Equipos individuales,Efecto Joule / Radiador,Electricidad,Equipos individuales,Termo,Electricidad
CEE/CAPV/2018/00123320/E,0,Vitoria 5 1ºDcha,Kalea/Calle,Vitoria-Gasteiz,5,1ºDcha,Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,C1,1959,Anterior NBE-CT-79,360502070000020002HZ,Vivienda,Existente,2018-06-02,2028-06-02,70.0,100,0,351.6,61.4,G,F,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00123320-E,130103600001160.0,80103600010290.0,1,36,10103600000016,1.0,Euskadi,CE3X,Equipos individuales,Efecto Joule / Radiador,Electricidad,Equipos individuales,Caldera estandar,"GLP (Butano, propano...)"
